V	FIX.5.0SP2
F	1	Acct
F	2	AdvId
F	3	AdvRefID
F	4	AdvSide
F	5	AdvTransTyp
F	6	AvgPx
F	7	BeginSeqNo
F	8	BeginString
F	9	BodyLength
F	10	CheckSum
F	11	ClOrdID
F	12	Comm
F	13	CommTyp
F	14	CumQty
F	15	Ccy
F	16	EndSeqNo
F	17	ExecID
F	18	ExecInst
F	19	ExecRefID
F	21	HandlInst
F	22	Src
F	23	IOIID
F	25	QltyInd
F	26	RefID
F	27	Qty
F	28	TransTyp
F	29	LastCpcty
F	30	LastMkt
F	31	LastPx
F	32	LastQty
F	33	NoLinesOfText
F	34	SeqNum
F	35	MsgTyp
F	36	NewSeqNo
F	37	OrdID
F	38	Qty
F	39	OrdStat
F	40	OrdTyp
F	41	OrigClOrdID
F	42	OrigTm
F	43	PosDup
F	44	Px
F	45	RefSeqNum
F	48	ID
F	49	SID
F	50	SSub
F	52	Snt
F	53	Qty
F	54	Side
F	55	Sym
F	56	TID
F	57	TSub
F	58	Txt
F	59	TmInForce
F	60	TxnTm
F	61	Urgency
F	62	ValidUntilTm
F	63	SettlTyp
F	64	SettlDt
F	65	Sfx
F	66	ListID
F	67	ListSeqNo
F	68	TotNoOrds
F	69	ListExecInst
F	70	AllocID
F	71	TransTyp
F	72	RefAllocID
F	73	NoOrds
F	74	AvgPxPrcsn
F	75	TrdDt
F	77	PosEfct
F	78	NoAllocs
F	79	Acct
F	80	Qty
F	81	ProcCode
F	82	NoRpts
F	83	RptSeq
F	84	CxlQty
F	85	NoDlvyInst
F	87	Stat
F	88	RejCode
F	89	Signature
F	90	SecureDataLen
F	91	SecureData
F	93	SignatureLength
F	94	EmailTyp
F	95	RawDataLength
F	96	RawData
F	97	PosRsnd
F	98	EncryptMethod
F	99	StopPx
F	100	ExDest
F	102	CxlRejRsn
F	103	RejRsn
F	104	Qual
F	106	Issr
F	107	Desc
F	108	HeartBtInt
F	110	MinQty
F	111	MaxFloor
F	112	TestReqID
F	113	RptToExch
F	114	LocReqd
F	115	OBID
F	116	OBSub
F	117	QID
F	118	NetMny
F	119	SettlCurrAmt
F	120	SettlCcy
F	121	ForexReq
F	122	OrigSnt
F	123	GapFillFlag
F	124	NoExecs
F	126	ExpireTm
F	127	DkRsn
F	128	D2ID
F	129	D2Sub
F	130	NatFlag
F	131	ReqID
F	132	BidPx
F	133	OfrPx
F	134	BidSz
F	135	OfrSz
F	136	NoMiscFees
F	137	Amt
F	138	Curr
F	139	Typ
F	140	PrevClsPx
F	141	ResetSeqNumFlag
F	142	SLoc
F	143	TLoc
F	144	OBLoc
F	145	D2Loc
F	146	NoReltdSym
F	147	Subject
F	148	Headline
F	149	URL
F	150	ExecTyp
F	151	LeavesQty
F	152	Cash
F	153	AvgPx
F	154	NetMny
F	155	SettlCurrFxRt
F	156	SettlCurrFxRtCalc
F	157	NumDaysInt
F	158	AcrdIntRt
F	159	AcrdIntAmt
F	160	SettlInstMode
F	161	Txt
F	162	SettlInstID
F	163	SettlInstTransTyp
F	164	EmailThreadID
F	165	InstSrc
F	167	SecTyp
F	168	EfctvTm
F	169	StandInstDbTyp
F	170	StandInstDbName
F	171	StandInstDbID
F	172	DlvryTyp
F	188	BidSpotRt
F	189	BidFwdPnts
F	190	OfrSpotRt
F	191	OfrFwdPnts
F	192	Qty2
F	193	SettlDt2
F	194	LastSpotRt
F	195	LastFwdPnts
F	196	LinkID
F	197	LinkTyp
F	198	OrdID2
F	199	NoIOIQuals
F	200	MMY
F	201	PutCall
F	202	StrkPx
F	203	Covered
F	206	OptAt
F	207	Exch
F	208	NotifyBrkrOfCredit
F	209	HandlInst
F	210	MaxShow
F	211	OfstVal
F	212	XmlDataLen
F	213	XmlData
F	214	SettlInstRefID
F	215	NoRtgIDs
F	216	RtgTyp
F	217	RtgID
F	218	Spread
F	220	Ccy
F	221	Name
F	222	Point
F	223	CpnRt
F	224	CpnPmt
F	225	Issued
F	226	RepoTrm
F	227	RepoRt
F	228	Fctr
F	229	OrignDt
F	230	ExDt
F	231	Mult
F	232	NoStips
F	233	Typ
F	234	Val
F	235	Typ
F	236	Yld
F	237	TotTakedown
F	238	Concession
F	239	RepoCollSecTyp
F	240	Redeem
F	241	CpnPmt
F	242	Issued
F	243	RepoCollSecTyp
F	244	RepoTrm
F	245	RepoRt
F	246	Fctr
F	247	Redeem
F	248	CpnPmt
F	249	Issued
F	250	RepoCollSecTyp
F	251	RepoTrm
F	252	RepoRt
F	253	Fctr
F	254	Redeem
F	255	CrdRtg
F	256	CrdRtg
F	257	CrdRtg
F	258	TrddFlatSwitch
F	259	BasisFeatureDt
F	260	BasisFeaturePx
F	262	ReqID
F	263	SubReqTyp
F	264	MktDepth
F	265	UpdtTyp
F	266	AggBook
F	267	NoMDEntryTyps
F	268	NoMDEntries
F	269	Typ
F	270	Px
F	271	Sz
F	272	Dt
F	273	Tm
F	274	TickDirctn
F	275	Mkt
F	276	QCond
F	277	TrdCond
F	278	ID
F	279	UpdtAct
F	280	RefID
F	281	ReqRejResn
F	282	Orig
F	283	LctnID
F	284	DeskID
F	285	DelRsn
F	286	OpenClsSettlFlag
F	287	SellerDays
F	288	Buyer
F	289	Seller
F	290	PosNo
F	291	FinclStat
F	292	CorpActn
F	293	DefBidSz
F	294	DefOfrSz
F	295	NoQuotEntries
F	296	NoQuotSets
F	297	Stat
F	298	CxlTyp
F	299	EntryID
F	300	RejRsn
F	301	RspLvl
F	302	SetID
F	303	ReqTyp
F	304	TotNoQuotEntries
F	305	Src
F	306	Issr
F	307	Desc
F	308	Exch
F	309	ID
F	310	SecTyp
F	311	Sym
F	312	Sfx
F	313	MMY
F	315	PutCall
F	316	StrkPx
F	317	OptA
F	318	Ccy
F	320	ReqID
F	321	ReqTyp
F	322	RspID
F	323	RspTyp
F	324	StatReqID
F	325	Unsol
F	326	TrdgStat
F	327	HaltRsn
F	328	InViewOfCmn
F	329	DueToReltd
F	330	BuyVol
F	331	SellVol
F	332	HighPx
F	333	LowPx
F	334	Adjmt
F	335	ReqID
F	336	SesID
F	337	CntraTrdr
F	338	Method
F	339	Mode
F	340	Stat
F	341	StartTm
F	342	OpenTm
F	343	PreClsTm
F	344	ClsTm
F	345	EndTm
F	346	NumOfOrds
F	347	MsgEncd
F	348	EncIssrLen
F	349	EncIssr
F	350	EncSecDescLen
F	351	EncSecDesc
F	352	EncListExecInstLen
F	353	EncListExecInst
F	354	EncTxtLen
F	355	EncTxt
F	356	EncSubjectLen
F	357	EncSubject
F	358	EncHeadlineLen
F	359	EncHeadline
F	360	EncAllocTextLen
F	361	EncAllocText
F	362	EncUndIssrLen
F	363	EncUndIssr
F	364	EncUndSecDescLen
F	365	EncUndSecDesc
F	366	Px
F	367	ValidTil
F	368	EntryRejRsn
F	369	LastMsgSeqNumProced
F	371	RefTagID
F	372	RefMsgTyp
F	373	SessRejRsn
F	374	BidReqTransTyp
F	375	CntraBrkr
F	376	ComplianceID
F	377	SolFlag
F	378	ExecRstmtRsn
F	379	BizRejRefID
F	380	BizRejRsn
F	381	GrossTrdAmt
F	382	NoCntraBrkrs
F	383	MaxMsgSz
F	384	NoMsgTyps
F	385	MsgDirctn
F	386	NoTrdgSesss
F	387	TotVolTrdd
F	388	DsctnInst
F	389	OfstValu
F	390	BidID
F	391	ClBidID
F	392	ListName
F	393	TotNoReltdSym
F	394	BidTyp
F	395	NumTkts
F	396	SideValu1
F	397	SideValu2
F	398	NoBidDescptrs
F	399	BidDescptrTyp
F	400	BidDescptr
F	401	SideValuInd
F	402	LqdtyPctLow
F	403	LqdtyPctHigh
F	404	LqdtyValu
F	405	EFPTrkngErr
F	406	FairValu
F	407	OutsideNdxPct
F	408	ValuOfFuts
F	409	LqdtyIndTyp
F	410	WtAvgLqdty
F	411	EFP
F	412	OutMainCntryUNdx
F	413	CrssPct
F	414	ProgRptReqs
F	415	ProgPeriodIntvl
F	416	IncTaxInd
F	417	NumBidders
F	418	BidTrdTyp
F	419	BasisPxTyp
F	420	NoBidComponents
F	421	Ctry
F	422	TotNoStrks
F	423	PxTyp
F	424	DayOrdQty
F	425	DayCumQty
F	426	DayAvgPx
F	427	GTBkngInst
F	428	NoStrks
F	429	ListStatTyp
F	430	NetGrossInd
F	431	ListOrdStat
F	432	ExpireDt
F	433	ListExecInstTyp
F	434	CxlRejRspTo
F	435	CpnRt
F	436	Mult
F	437	CntraTrdQty
F	438	CntraTrdTm
F	441	LqdtyNumSecurities
F	442	MLegRptTyp
F	443	StrkTm
F	444	ListStatText
F	445	EncListStatTextLen
F	446	EncListStatText
F	447	Src
F	448	ID
F	451	NetChgPrevDay
F	452	R
F	453	NoPtyIDs
F	454	NoSecAltID
F	455	AltID
F	456	AltIDSrc
F	457	NoUndSecAltID
F	458	AltID
F	459	AltIDSrc
F	460	Prod
F	461	CFI
F	462	Prod
F	463	CFI
F	464	TestMsgInd
F	466	BkngRefID
F	467	IndAllocID
F	468	RndDir
F	469	RndMod
F	470	IssuCtry
F	471	StPrv
F	472	Lcl
F	473	NoRegistDtls
F	474	MailingDtls
F	475	InvestorCtryOfResidence
F	476	PmtRef
F	477	DistribPmtMethod
F	478	CshDistribCurr
F	479	Ccy
F	480	CxllationRights
F	481	MnyLaunderingStat
F	482	MailingInst
F	483	TransBkdTm
F	484	ExecPxTyp
F	485	ExecPxAdjment
F	486	DtOfBirth
F	487	TransTyp
F	488	CardHolderName
F	489	CardNum
F	490	CardExpDt
F	491	CardIssNum
F	492	PmtMethod
F	493	AcctTyp
F	494	Designation
F	495	TaxAdvantageTyp
F	496	RejRsnTxt
F	497	FundRenewWaiv
F	498	CshDistribAgentName
F	499	CshDistribAgentCode
F	500	CshDistribAgentAcctNum
F	501	CshDistribPayRef
F	502	CshDistribAgentAcctName
F	503	CardStartDt
F	504	PmtDt
F	505	PmtRemtrID
F	506	RegStat
F	507	RejRsnCd
F	508	RefID
F	509	Dtls
F	510	NoDistribInsts
F	511	Email
F	512	DistribPctage
F	513	RegistID
F	514	TransTyp
F	515	ExecValuationPoint
F	516	Pct
F	517	OwnershipTyp
F	518	NoContAmts
F	519	ContAmtTyp
F	520	ContAmtValu
F	521	ContAmtCurr
F	522	OwnerTyp
F	523	ID
F	524	ID
F	525	Src
F	526	ClOrdID2
F	527	ExecID2
F	528	Cpcty
F	529	Rstctions
F	530	MassCxlReqTyp
F	531	MassCxlRsp
F	532	MassCxlRejRsn
F	533	TotAffctdOrds
F	534	NoAffctdOrds
F	535	AffctdOrdID
F	536	AffctdScndOrdID
F	537	Typ
F	538	R
F	539	NoNstPtyIDs
F	540	TotAcrdIntAmt
F	541	MatDt
F	542	Mat
F	543	Rgstry
F	544	CshMgn
F	545	ID
F	546	Scope
F	547	ImplctDel
F	548	CrssID
F	549	CrssTyp
F	550	CrssPriortstn
F	551	OrigCrssID
F	552	NoSides
F	553	Username
F	554	Password
F	555	NoLegs
F	556	Ccy
F	557	TotNoSecTyps
F	558	NoSecTyps
F	559	ListReqTyp
F	560	ReqRslt
F	561	RndLot
F	562	MinTrdVol
F	563	MLEGRptTypReq
F	564	PosEfct
F	565	Cover
F	566	Px
F	567	StatRejRsn
F	568	ReqID
F	569	ReqTyp
F	570	PrevlyRpted
F	571	RptID
F	572	RptRefID
F	573	MtchStat
F	574	MtchTyp
F	575	OddLot
F	576	NoClrngInstrctns
F	577	ClrngInstrctn
F	578	InptSrc
F	579	InptDev
F	580	NoDts
F	581	AcctTyp
F	582	CustCpcty
F	583	ClOrdLinkID
F	584	MassStatReqID
F	585	MassStatReqTyp
F	586	OrigOrdModTm
F	587	SettlTyp
F	588	SettlDt
F	589	DayBkngInst
F	590	BkngUnit
F	591	PreallocMeth
F	592	Ctry
F	593	StOrProvnc
F	594	Lcl
F	595	Rgstry
F	596	Ctry
F	597	StOrProvnc
F	598	Lcl
F	599	Rgstry
F	600	Sym
F	601	Sfx
F	602	ID
F	603	Src
F	604	NoLegSecAltID
F	605	SecAltID
F	606	SecAltIDSrc
F	607	Prod
F	608	CFI
F	609	SecTyp
F	610	MMY
F	611	Mat
F	612	Strk
F	613	OptA
F	614	Cmult
F	615	CpnRt
F	616	Exch
F	617	Issr
F	618	EncLegIssrLen
F	619	EncLegIssr
F	620	Desc
F	621	EncLegSecDescLen
F	622	EncLegSecDesc
F	623	RatioQty
F	624	Side
F	625	SesSub
F	626	AllocType
F	627	NoHops
F	628	ID
F	629	Snt
F	630	Ref
F	631	MidPx
F	632	BidYld
F	633	MidYld
F	634	OfrYld
F	635	ClrFeeInd
F	636	WorkingInd
F	637	LastPx
F	638	PriInd
F	639	PxImprvmnt
F	640	Px2
F	641	LastFwdPnts2
F	642	BidFwdPnts2
F	643	OfrFwdPnts2
F	644	RFQReqID
F	645	MktBidPx
F	646	MktOfrPx
F	647	MinBidSz
F	648	MinOfrSz
F	649	StatReqID
F	650	LegalCnfm
F	651	UndLastPx
F	652	UndLastQty
F	654	RefID
F	655	CntraLegRefID
F	656	SettlCurrBidFxRt
F	657	SettlCurrOfrFxRt
F	658	ReqRejRsn
F	659	SideComplianceID
F	660	AcctIDSrc
F	661	ActIDSrc
F	662	Px
F	663	PxTyp
F	664	CnfmID
F	665	CnfmStat
F	666	CnfmTransTyp
F	667	CSetMo
F	668	DlvryForm
F	669	LastParPx
F	670	NoLegAllocs
F	671	AllocAcct
F	672	IndAllocID
F	673	AllocQty
F	674	AllocAcctIDSrc
F	675	SettlCcy
F	676	Ccy
F	677	Name
F	678	Point
F	679	Px
F	680	PxTyp
F	681	BidPx
F	682	IOIQty
F	683	NoLegStips
F	684	OfrPx
F	685	OrdQty
F	686	PxTyp
F	687	Qty
F	688	StipTyp
F	689	StipVal
F	690	SwapTyp
F	691	Pool
F	692	QuotPxTyp
F	693	RspID
F	694	RspTyp
F	695	Qual
F	696	RedDt
F	697	RedPx
F	698	RedPxTyp
F	699	SecID
F	700	ReversalInd
F	701	CalcDt
F	702	NoPoss
F	703	Typ
F	704	Long
F	705	Short
F	706	Stat
F	707	Typ
F	708	Amt
F	709	TxnTyp
F	710	ReqID
F	711	NoUnds
F	712	Actn
F	713	OrigPosReqRefID
F	714	RptRefID
F	715	BizDt
F	716	SetSesID
F	717	SetSesSub
F	718	AdjTyp
F	719	CntraryInstrctnInd
F	720	PriorSpreadInd
F	721	RptID
F	722	Stat
F	723	Rslt
F	724	ReqTyp
F	725	RspTransportTyp
F	726	RspDest
F	727	TotRpts
F	728	Rslt
F	729	Stat
F	730	SetPx
F	731	SetPxTyp
F	732	UndSetPx
F	733	UndSetPxTyp
F	734	PriSetPx
F	735	NoQuotQuals
F	736	AllocSettlCcy
F	737	AllocSettlCurrAmt
F	738	IntAtMat
F	739	Dated
F	740	Pool
F	741	IntAtMat
F	742	AcrdIntAmt
F	743	DlvDt
F	744	AsgnMeth
F	745	Unit
F	746	OpenInt
F	747	ExrMethod
F	748	TotNumTrdRpts
F	749	ReqRslt
F	750	ReqStat
F	751	RejRsn
F	752	MLegRptTyp
F	753	NoPosAmt
F	754	AutoAcceptInd
F	755	RptID
F	756	NoNst2PtyIDs
F	757	ID
F	758	Src
F	759	R
F	760	ID
F	761	SecIDSrc
F	762	SubTyp
F	763	SubTyp
F	764	SecSubTyp
F	765	AOSPct
F	766	AOSValu
F	767	AOSCurr
F	768	NoTrdRegTmstamps
F	769	TS
F	770	Typ
F	771	Src
F	772	CnfmRefID
F	773	CnfmTyp
F	774	CnfmRejRsn
F	775	BkngTyp
F	776	IndAllocRejCode
F	777	SettlInstMsgID
F	778	NoSettlInst
F	779	LastUpdateTm
F	780	SettlInstTyp
F	781	NoSettlPtyIDs
F	782	ID
F	783	Src
F	784	R
F	785	ID
F	786	Typ
F	787	InstTyp
F	788	TrmTyp
F	789	NextExpectedMsgSeqNum
F	790	StatReqID
F	791	SettlInstReqID
F	792	SettlInstReqRejCode
F	793	AllocID2
F	794	RptTyp
F	795	RptRefID
F	796	CxlRplcRsn
F	797	CopyMsgInd
F	798	AcctTyp
F	799	AvgPx
F	800	BkngQty
F	801	NoSettlPtySubIDs
F	802	NoPtySubIDs
F	803	Typ
F	804	NoNstPtySubIDs
F	805	Typ
F	806	NoNst2PtySubIDs
F	807	Typ
F	808	IntermedReqTyp
F	809	NoUsers
F	810	Px
F	811	PxDelta
F	812	ApplQuMax
F	813	ApplQuDepth
F	814	ApplQuResolution
F	815	ApplQuActn
F	816	NoAltMDSrc
F	817	AltMDSrcID
F	818	TrdRptID2
F	819	AvgPxInd
F	820	LinkID
F	821	OrdInptDev
F	822	UndSesID
F	823	UndSesSub
F	824	TrdLegRefID
F	825	ExchRule
F	826	AllocInd
F	827	ExpirationCycle
F	828	TrdTyp
F	829	TrdSubTyp
F	830	TrnsfrRsn
F	832	TotNumAsgnRpts
F	833	RptID
F	834	ThresholdAmt
F	835	MoveTyp
F	836	OfstTyp
F	837	LmtTyp
F	838	RndDir
F	839	PeggedPx
F	840	Scope
F	841	MoveTyp
F	842	OfstTyp
F	843	LimitTyp
F	844	RndDir
F	845	DsctnPx
F	846	Scope
F	847	TgtStrategy
F	848	TgtStrategyParameters
F	849	ParticipationRt
F	850	TgtStrategyPerformance
F	851	LastLqdtyInd
F	852	PubTrdInd
F	853	ShrtSaleRsn
F	854	QtyTyp
F	855	TrdTyp2
F	856	RptTyp
F	857	NoOrdsTyp
F	858	SharedComm
F	859	CnfmReqID
F	860	AvgParPx
F	861	RptedPx
F	862	NoCapacities
F	863	CpctyQty
F	864	NoEvents
F	865	EventTyp
F	866	Dt
F	867	Px
F	868	Txt
F	869	PctAtRisk
F	870	NoInstrAttrib
F	871	Typ
F	872	Val
F	873	Dated
F	874	IntAcrl
F	875	CPPgm
F	876	CPRegT
F	877	CPPgm
F	878	CPRegTyp
F	879	Qty
F	880	MtchID
F	881	TrdRptRefID2
F	882	DirtPx
F	883	EndPx
F	884	StartVal
F	885	CurVal
F	886	EndVal
F	887	NoUndStips
F	888	Typ
F	889	Val
F	890	MatNetMny
F	891	Basis
F	892	TotNoAllocs
F	893	LastFragment
F	894	ReqID
F	895	AsgnRsn
F	896	Qual
F	897	NoTrds
F	898	MgnRatio
F	899	MgnExcess
F	900	TotNetValu
F	901	CshOutstanding
F	902	ID
F	903	TransTyp
F	904	RespID
F	905	RespTyp
F	906	RejRsn
F	907	RefID
F	908	RptID
F	909	ID
F	910	Stat
F	911	TotNumRpts
F	912	LastRptReqed
F	913	AgmtDesc
F	914	AgmtID
F	915	AgmtDt
F	916	StartDt
F	917	EndDt
F	918	AgmtCcy
F	919	DlvryTyp
F	920	EndAcrdIntAmt
F	921	StartCsh
F	922	EndCsh
F	923	UserReqID
F	924	UserReqTyp
F	925	NewPassword
F	926	UserStat
F	927	UserStatText
F	928	StatValu
F	929	StatText
F	930	RefCompID
F	931	RefSubID
F	932	NtwkRspID
F	933	NtwkReqID
F	934	LastNtwkRspID
F	935	NtwkReqTyp
F	936	NoCompIDs
F	937	NtwkStatRspTyp
F	938	NoCollInqQual
F	939	TrdRptStat
F	940	AffirmStat
F	941	StrkCcy
F	942	StrkCcy
F	943	TmBkt
F	944	Actn
F	945	Stat
F	946	Rslt
F	947	StrkCcy
F	948	NoNst3PtyIDs
F	949	ID
F	950	Src
F	951	R
F	952	NoNst3PtySubIDs
F	953	ID
F	954	Typ
F	955	CSetMo
F	956	IntAcrl
F	957	NoStrtPrm
F	958	StrtPrmNme
F	959	StrtPrmTyp
F	960	StrtPrmVal
F	961	HstCxID
F	962	SideTmFrc
F	963	RptID
F	964	RptID
F	965	Status
F	966	SettlOnOpenFlag
F	967	StrkMult
F	968	StrkValu
F	969	MinPxIncr
F	970	PosLmt
F	971	NTPosLmt
F	972	AllocPct
F	973	CashAmt
F	974	CashTyp
F	975	SettlTyp
F	976	QtyDt
F	977	RptID
F	978	LateInd
F	979	InptSrc
F	980	UpdActn
F	981	NoExpiration
F	982	ExpTyp
F	983	ExpQty
F	984	NoUnderlyingAmounts
F	985	PayAmt
F	986	ColAmt
F	987	StlDt
F	988	SetStat
F	989	IndAllocID2
F	990	RptID
F	991	RndPx
F	992	Typ
F	993	CustCpcty
F	994	TierCD
F	996	UOM
F	997	TmUnit
F	998	UOM
F	999	UOM
F	1000	TmUnit
F	1001	TmUnit
F	1002	Meth
F	1003	TrdID
F	1005	RptID
F	1006	FillStationCd
F	1007	RsnCD
F	1008	TrdSubTyp
F	1009	SideQty
F	1011	MsgEvtSrc
F	1012	TS
F	1013	Typ
F	1014	Src
F	1015	AsOfInd
F	1016	NoSideTrdRegTS
F	1017	LegOptionRatio
F	1018	NoInstrmntPty
F	1019	ID
F	1020	TrdVol
F	1021	MDBkTyp
F	1022	MDFeedTyp
F	1023	MDPxLvl
F	1024	MDOrigTyp
F	1025	FirstPx
F	1026	MDEntrySpotRt
F	1027	MDEntryFwdPnts
F	1028	ManOrdInd
F	1029	CustDrctdOrd
F	1030	RcvdDptID
F	1031	CustOrdHdlInst
F	1032	OrdHndlInstSrc
F	1033	DskTyp
F	1034	DskTypSrc
F	1035	DskOrdHndlInst
F	1036	ExecAckStat
F	1037	UndlyDlvAmt
F	1038	CapValu
F	1039	SetMeth
F	1040	TrdID2
F	1041	FirmTrdID
F	1042	FirmTrdID2
F	1043	ApplTyp
F	1044	AdjQty
F	1045	FxRate
F	1046	FxRateCalc
F	1047	AllocPosEfct
F	1048	DealingCpcty
F	1049	AsgnMeth
F	1050	Src
F	1051	R
F	1052	NoInstrmntPtySubIDs
F	1053	ID
F	1054	Typ
F	1055	Ccy
F	1056	CalcCcyLastQty
F	1057	AgrsrInd
F	1058	NoInstrmntPty
F	1059	ID
F	1060	Src
F	1061	R
F	1062	NoInstrmntPtySubIDs
F	1063	ID
F	1064	Typ
F	1065	BidSwapPnts
F	1066	OfrSwapPnts
F	1067	LegBidFwdPnts
F	1068	LegOfrFwdPnts
F	1069	SwapPnts
F	1070	MDQteTyp
F	1071	LastSwapPnts
F	1072	SideGrossTradeAmt
F	1073	LegLastFwdPnts
F	1074	LegCalcCcyLastQty
F	1075	LegGrossTrdAmt
F	1079	MatTm
F	1080	RefOrdID
F	1081	RefOrdIDSrc
F	1082	SecDspQty
F	1083	DspWhn
F	1084	DspMthd
F	1085	DsplLwQty
F	1086	DisplayHighQty
F	1087	DspMinIncr
F	1088	RfrshQty
F	1089	MtchInc
F	1090	MxPxLvls
F	1091	PrTrdAnon
F	1092	PxPrtScp
F	1093	LotTyp
F	1094	PegPxTyp
F	1095	PggdRefPx
F	1096	PegSecurityIDSource
F	1097	PegSecID
F	1098	PgSymbl
F	1099	PegSecDesc
F	1100	TrgrTyp
F	1101	TrgrActn
F	1102	TrgrPx
F	1103	TrgrSym
F	1104	TrgrSecID
F	1105	TrgrSecIDSrc
F	1106	TrgrSecDesc
F	1107	TrgrPxTyp
F	1108	TrgrPxTypScp
F	1109	TrgrPxDir
F	1110	TrgrNewPx
F	1111	TrgrOrdTyp
F	1112	TrgrNewQty
F	1113	TrgrTrdSessID
F	1114	TrgrTrdSessSubID
F	1115	OrdCat
F	1116	NoRootPartyIDs
F	1117	ID
F	1118	Src
F	1119	R
F	1120	NoRootPartySubIDs
F	1121	ID
F	1122	Typ
F	1123	TrdHandlInst
F	1124	OrigTrdHandlInst
F	1125	OrigTrdDt
F	1126	OrigTrdID
F	1127	OrignTrdID2
F	1128	ApplVerID
F	1129	CstmApplVerID
F	1130	RefApplVerID
F	1131	RefCstmApplVerID
F	1132	TZTransactTime
F	1133	ExDestIDSrc
F	1134	ReportedPxDiff
F	1135	RptSys
F	1136	ClrFeeInd
F	1137	DefApplVerID
F	1138	DisplayQty
F	1139	ExchSpeclInstr
F	1140	MaxTrdVol
F	1141	NoMDFeedTypes
F	1142	MtchAlgo
F	1143	MxPxVar
F	1144	ImpldMktInd
F	1145	Tm
F	1146	MinPxIncrAmt
F	1147	UOMQty
F	1148	LowLmtPx
F	1149	HiLmtPx
F	1150	TrdgRefPx
F	1151	SecGrp
F	1152	LegNo
F	1153	CycleNo
F	1154	Ccy
F	1155	SettlCcy
F	1156	ApplExtID
F	1157	CcyAmt
F	1158	NoSettlDetails
F	1159	SettlMode
F	1160	SettlMsgID
F	1161	SettlID
F	1162	SettlTransTyp
F	1163	SettlRefID
F	1164	SettlSrc
F	1165	NoSettlOblig
F	1166	QtMsgID
F	1167	QtEntSts
F	1168	TotNoCxldQts
F	1169	TotNoAccQts
F	1170	TotNoRejQts
F	1171	PrvtQt
F	1172	RspdntTyp
F	1173	MDSubBkTyp
F	1174	SecTrdEvnt
F	1175	NoStatsInds
F	1176	StatsTyp
F	1177	NoSecSzs
F	1178	MDSecSizeType
F	1179	MDSecSize
F	1180	ApplID
F	1181	ApplSeqNum
F	1182	ApplBegSeqNum
F	1183	ApplEndSeq
F	1184	SecXMLLen
F	1185	SecXML
F	1186	Schema
F	1187	RefInd
F	1188	Vol
F	1189	TmToExp
F	1190	RFR
F	1191	PxUOM
F	1192	PxUOMQty
F	1193	SettlMeth
F	1194	ExerStyle
F	1195	OptPayAmt
F	1196	PxQteMeth
F	1197	ValMeth
F	1198	ListMeth
F	1199	CapPx
F	1200	FlrPx
F	1202	StartStrkPxRng
F	1203	EndStrkPxRng
F	1204	StrkIncr
F	1206	StartTickPxRng
F	1207	EndTickPxRng
F	1208	TickIncr
F	1209	TickRuleTyp
F	1210	Typ
F	1211	Val
F	1212	MatTm
F	1213	MatTm
F	1214	Sym
F	1215	Sfx
F	1216	ID
F	1217	Src
F	1218	NoDerivativeSecurityAltID
F	1219	ID
F	1220	Src
F	1221	LowLmtPx
F	1222	MatRuleID
F	1223	StrkRule
F	1224	UOMQty
F	1225	OptPayAmt
F	1226	EndMMY
F	1227	ProdCmplx
F	1228	ProdCmplx
F	1229	MMYIncr
F	1230	HiLmtPx
F	1231	MinLotSz
F	1232	NoExecInstRules
F	1234	NoLotTypeRules
F	1235	NoMatchRules
F	1236	NoMaturityRules
F	1237	NoOrdTypeRules
F	1239	NoTimeInForceRules
F	1240	TrdgRefPx
F	1241	StartMMY
F	1242	FlexProdElig
F	1243	FlexProdElig
F	1244	FlexInd
F	1245	TrdCcy
F	1246	Prod
F	1247	SecGrp
F	1248	CFI
F	1249	SecTyp
F	1250	SecSubTyp
F	1251	MMY
F	1252	MatDt
F	1253	MatTm
F	1254	OpenCloseSettlFlag
F	1255	AsgnMeth
F	1256	Status
F	1257	Rgstry
F	1258	Ctry
F	1259	StPrv
F	1260	Lcl
F	1261	StrkPx
F	1262	StrkCcy
F	1263	StrkMult
F	1264	StrkValu
F	1265	OptAt
F	1266	Mult
F	1267	MinPxIncr
F	1268	MinPxIncrAmt
F	1269	UOM
F	1270	UOMQty
F	1271	TmUnit
F	1272	Exch
F	1273	PosLmt
F	1274	NTPosLmt
F	1275	Issr
F	1276	IssDt
F	1277	EncIssrLen
F	1278	EncIssr
F	1279	Desc
F	1280	EncSecDescLen
F	1281	EncSecDesc
F	1282	SecXMLLen
F	1283	SecXML
F	1284	Schema
F	1285	CSetMo
F	1286	NoDerivativeEvents
F	1287	EventTyp
F	1288	Dt
F	1289	Tm
F	1290	Px
F	1291	Txt
F	1293	ID
F	1294	Src
F	1295	R
F	1297	ID
F	1298	Typ
F	1299	ExerStyle
F	1300	MktSegID
F	1301	MktID
F	1302	MMYIncrUnits
F	1303	MMYFmt
F	1304	StrkExrStyle
F	1305	PxLmtTyp
F	1306	PxLmtTyp
F	1308	ExecInstValu
F	1313	Typ
F	1314	Val
F	1315	PxUOM
F	1316	PxUOMQty
F	1317	SettlMeth
F	1318	PxQteMeth
F	1319	ValMeth
F	1320	ListMeth
F	1321	CapPx
F	1322	FlrPx
F	1323	PutCall
F	1324	ListUpdActn
F	1325	ParentMktSegmID
F	1326	TradingSessionDesc
F	1327	TradSesUpdtActn
