V	FIX.5.0SP2
X	2124	1093	1	0	0
X	2124	1231	1	0	0
X	2124	1234	0	1	0
X	2125	1142	1	0	0
X	2125	574	1	0	0
X	2125	1235	0	1	0
X	2126	1308	1	0	0
X	2126	1232	0	1	0
X	2127	59	1	0	0
X	2127	1239	0	1	0
X	2128	40	1	0	0
X	2128	1237	0	1	0
X	2129	OrdTypeRules	0	0	0
X	2129	TimeInForceRules	0	0	0
X	2129	ExecInstRules	0	0	0
X	2129	MatchRules	0	0	0
X	2129	MarketDataFeedTypes	0	0	0
X	2130	336	1	0	0
X	2130	625	1	0	0
X	2130	TradingSessionRules	1	0	0
X	2130	1309	0	1	0
X	2131	TickRules	0	0	0
X	2131	LotTypeRules	0	0	0
X	2131	PriceLimits	0	0	0
X	2131	827	0	0	0
X	2131	562	0	0	0
X	2131	1140	0	0	0
X	2131	1143	0	0	0
X	2131	1144	0	0	0
X	2131	1245	0	0	0
X	2131	1377	0	0	0
X	2131	1378	0	0	0
X	2131	423	0	0	0
X	2131	561	0	2	0
X	2132	1301	1	0	0
X	2132	1300	1	0	0
X	2132	SecurityTradingRules	1	0	0
X	2132	StrikeRules	1	0	0
X	2132	1310	0	1	0
X	2133	DerivativeInstrument	0	0	0
X	2133	DerivativeInstrumentAttribute	0	0	0
X	2133	MarketSegmentGrp	0	0	0
X	2134	1330	0	1	0
X	2134	1331	0	2	0
X	2134	1332	0	3	0
X	2134	1333	0	4	0
X	2134	UnderlyingLegSecurityAltIDGrp	0	5	0
X	2134	1344	0	6	0
X	2134	1337	0	7	0
X	2134	1338	0	8	0
X	2134	1339	0	9	0
X	2134	1345	0	10	0
X	2134	1405	0	11	0
X	2134	1340	0	12	0
X	2134	1391	0	13	0
X	2134	1343	0	14	0
X	2134	1341	0	15	0
X	2134	1392	0	16	0
X	2135	1210	1	0	0
X	2135	1211	1	0	0
X	2135	1312	0	1	0
X	2136	1313	1	0	0
X	2136	1314	1	0	0
X	2136	1311	0	1	0
X	2137	809	0	0	0
X	2137	553	1	0	0
X	2139	1164	1	0	0
X	2139	SettlParties	1	0	0
X	2139	1158	0	1	0
X	2140	1215	0	0	0
X	2140	1216	0	0	0
X	2140	1217	0	0	0
X	2140	DerivativeSecurityAltIDGrp	0	0	0
X	2140	1246	0	0	0
X	2140	1228	0	0	0
X	2140	1243	0	0	0
X	2140	1247	0	0	0
X	2140	1248	0	0	0
X	2140	1250	0	0	0
X	2140	1251	0	0	0
X	2140	1252	0	0	0
X	2140	1253	0	0	0
X	2140	1254	0	0	0
X	2140	1255	0	0	0
X	2140	1256	0	0	0
X	2140	1276	0	0	0
X	2140	1257	0	0	0
X	2140	1259	0	0	0
X	2140	1260	0	0	0
X	2140	1261	0	0	0
X	2140	1262	0	0	0
X	2140	1263	0	0	0
X	2140	1264	0	0	0
X	2140	1265	0	0	0
X	2140	1266	0	0	0
X	2140	1267	0	0	0
X	2140	1268	0	0	0
X	2140	1270	0	0	0
X	2140	1315	0	0	0
X	2140	1316	0	0	0
X	2140	1317	0	0	0
X	2140	1318	0	0	0
X	2140	1319	0	0	0
X	2140	1320	0	0	0
X	2140	1321	0	0	0
X	2140	1322	0	0	0
X	2140	1323	0	0	0
X	2140	1299	0	0	0
X	2140	1225	0	0	0
X	2140	1271	0	0	0
X	2140	1272	0	0	0
X	2140	1273	0	0	0
X	2140	1274	0	0	0
X	2140	1277	0	0	0
X	2140	1278	0	0	0
X	2140	1279	0	0	0
X	2140	1280	0	0	0
X	2140	1281	0	0	0
X	2140	DerivativeSecurityXML	0	0	0
X	2140	1285	0	0	0
X	2140	DerivativeInstrumentParties	0	0	0
X	2140	1438	0	0	0
X	2140	1442	0	0	0
X	2140	1214	0	1	0
X	2140	1249	0	2	0
X	2140	1258	0	3	0
X	2140	1269	0	4	0
X	2140	1275	0	5	0
X	2140	DerivativeEventsGrp	0	6	0
X	2141	1293	1	0	0
X	2141	1294	1	0	0
X	2141	1295	1	0	0
X	2141	DerivativeInstrumentPartySubIDsGrp	1	0	0
X	2141	1292	0	1	0
X	2142	1412	1	0	0
X	2142	1411	1	0	0
X	2142	1413	0	1	0
X	2143	775	0	0	0
X	2143	37	0	1	0
X	2143	198	0	2	0
X	2143	11	0	3	0
X	2143	526	0	4	0
X	2143	66	0	5	0
X	2143	1080	0	6	0
X	2143	1081	0	7	0
X	2143	1431	0	8	0
X	2143	40	0	9	0
X	2143	44	0	10	0
X	2143	99	0	11	0
X	2143	18	0	12	0
X	2143	39	0	13	0
X	2143	OrderQtyData	0	14	0
X	2143	151	0	15	0
X	2143	14	0	16	0
X	2143	59	0	17	0
X	2143	126	0	18	0
X	2143	DisplayInstruction	0	19	0
X	2143	528	0	20	0
X	2143	529	0	21	0
X	2143	1432	0	22	0
X	2143	821	0	23	0
X	2143	1093	0	24	0
X	2143	483	0	25	0
X	2143	586	0	26	0
X	2144	1475	0	1	0
X	2144	1476	1	2	0
X	2144	1477	1	3	0
X	2145	1483	0	1	0
X	2145	1484	1	2	0
X	2145	1485	1	3	0
X	2145	1486	1	4	0
X	2145	1487	1	5	0
X	2145	1488	1	6	0
X	2145	1489	1	7	0
X	2145	1490	1	8	0
X	2145	ComplexEventDates	1	9	0
X	2146	1491	0	1	0
X	2146	1492	1	2	0
X	2146	1493	1	3	0
X	2146	ComplexEventTimes	1	4	0
X	2147	1494	0	1	0
X	2147	1495	1	2	0
X	2147	1496	1	3	0
X	2148	1499	0	1	0
X	2148	Parties	1	2	0
X	2148	StrmAsgnReqInstrmtGrp	1	3	0
X	2149	1499	0	1	0
X	2149	Parties	1	2	0
X	2149	StrmAsgnRptInstrmtGrp	1	3	0
X	2150	146	0	1	0
X	2150	Instrument	1	2	0
X	2150	63	1	3	0
X	2150	271	1	4	0
X	2150	1500	1	5	0
X	2151	146	0	1	0
X	2151	Instrument	1	2	0
X	2151	63	1	3	0
X	2151	1617	1	4	0
X	2151	1500	1	5	0
X	2151	1502	1	6	0
X	2151	58	1	7	0
X	2151	354	1	8	0
X	2151	355	1	9	0
X	22	StandardHeader	0	1	1
X	22	66	0	2	1
X	22	58	0	3	0
X	22	354	0	4	0
X	22	355	0	5	0
X	22	StandardTrailer	0	6	1
X	23	1385	0	0	0
X	23	1386	0	0	0
X	23	StandardHeader	0	1	1
X	23	66	0	2	1
X	23	429	0	3	1
X	23	82	0	4	1
X	23	431	0	5	1
X	23	83	0	6	1
X	23	444	0	7	0
X	23	445	0	8	0
X	23	446	0	9	0
X	23	60	0	10	0
X	23	68	0	11	1
X	23	893	0	12	0
X	23	OrdListStatGrp	0	13	1
X	23	StandardTrailer	0	26	1
X	24	StandardHeader	0	1	1
X	24	70	0	2	1
X	24	Parties	0	3	0
X	24	793	0	4	0
X	24	75	0	5	0
X	24	60	0	6	0
X	24	87	0	7	1
X	24	88	0	8	0
X	24	626	0	9	0
X	24	808	0	10	0
X	24	573	0	11	0
X	24	460	0	12	0
X	24	167	0	13	0
X	24	58	0	14	0
X	24	354	0	15	0
X	24	355	0	16	0
X	24	AllocAckGrp	0	17	0
X	24	StandardTrailer	0	26	1
X	25	StandardHeader	0	1	1
X	25	37	0	2	1
X	25	198	0	3	0
X	25	17	0	4	1
X	25	127	0	5	1
X	25	Instrument	0	6	1
X	25	UndInstrmtGrp	0	7	0
X	25	InstrmtLegGrp	0	9	0
X	25	54	0	11	1
X	25	OrderQtyData	0	12	1
X	25	32	0	13	0
X	25	31	0	14	0
X	25	58	0	15	0
X	25	354	0	16	0
X	25	355	0	17	0
X	25	StandardTrailer	0	18	1
X	26	1171	0	0	0
X	26	1172	0	0	0
X	26	1091	0	0	0
X	26	RootParties	0	0	0
X	26	775	0	0	0
X	26	529	0	0	0
X	26	StandardHeader	0	1	1
X	26	131	0	2	1
X	26	644	0	3	0
X	26	11	0	4	0
X	26	528	0	5	0
X	26	QuotReqGrp	0	6	1
X	26	58	0	51	0
X	26	354	0	52	0
X	26	355	0	53	0
X	26	StandardTrailer	0	54	1
X	27	1166	0	0	0
X	27	1171	0	0	0
X	27	110	0	0	0
X	27	1065	0	0	0
X	27	1066	0	0	0
X	27	1133	0	0	0
X	27	775	0	0	0
X	27	529	0	0	0
X	27	120	0	0	0
X	27	RateSource	0	0	0
X	27	StandardHeader	0	1	1
X	27	131	0	2	0
X	27	117	0	3	1
X	27	693	0	4	0
X	27	537	0	5	0
X	27	QuotQualGrp	0	6	0
X	27	301	0	8	0
X	27	Parties	0	9	0
X	27	336	0	10	0
X	27	625	0	11	0
X	27	Instrument	0	12	1
X	27	FinancingDetails	0	13	0
X	27	UndInstrmtGrp	0	14	0
X	27	54	0	16	0
X	27	OrderQtyData	0	17	0
X	27	63	0	18	0
X	27	64	0	19	0
X	27	193	0	20	0
X	27	192	0	21	0
X	27	15	0	22	0
X	27	Stipulations	0	23	0
X	27	1	0	24	0
X	27	660	0	25	0
X	27	581	0	26	0
X	27	LegQuotGrp	0	27	0
X	27	132	0	39	0
X	27	133	0	40	0
X	27	645	0	41	0
X	27	646	0	42	0
X	27	647	0	43	0
X	27	134	0	44	0
X	27	648	0	45	0
X	27	135	0	46	0
X	27	62	0	47	0
X	27	188	0	48	0
X	27	190	0	49	0
X	27	189	0	50	0
X	27	191	0	51	0
X	27	631	0	52	0
X	27	632	0	53	0
X	27	633	0	54	0
X	27	634	0	55	0
X	27	60	0	56	0
X	27	40	0	57	0
X	27	642	0	58	0
X	27	643	0	59	0
X	27	656	0	60	0
X	27	657	0	61	0
X	27	156	0	62	0
X	27	13	0	63	0
X	27	12	0	64	0
X	27	582	0	65	0
X	27	100	0	66	0
X	27	528	0	67	0
X	27	423	0	68	0
X	27	SpreadOrBenchmarkCurveData	0	69	0
X	27	YieldData	0	70	0
X	27	58	0	71	0
X	27	354	0	72	0
X	27	355	0	73	0
X	27	StandardTrailer	0	74	1
X	28	StandardHeader	0	1	1
X	28	777	0	2	1
X	28	791	0	3	0
X	28	160	0	4	1
X	28	792	0	5	0
X	28	58	0	6	0
X	28	354	0	7	0
X	28	355	0	8	0
X	28	11	0	9	0
X	28	60	0	10	1
X	28	SettlInstGrp	0	11	0
X	28	StandardTrailer	0	33	1
X	29	Parties	0	0	0
X	29	1070	0	0	0
X	29	StandardHeader	0	1	1
X	29	262	0	2	1
X	29	263	0	3	1
X	29	264	0	4	1
X	29	265	0	5	0
X	29	266	0	6	0
X	29	286	0	7	0
X	29	546	0	8	0
X	29	547	0	9	0
X	29	MDReqGrp	0	10	1
X	29	InstrmtMDReqGrp	0	12	1
X	29	TrdgSesGrp	0	18	0
X	29	815	0	21	0
X	29	812	0	22	0
X	29	StandardTrailer	0	23	1
X	3	StandardHeader	0	1	1
X	3	7	0	2	1
X	3	16	0	3	1
X	3	StandardTrailer	0	4	1
X	30	ApplicationSequenceControl	0	0	0
X	30	911	0	0	0
X	30	963	0	0	0
X	30	715	0	0	0
X	30	1021	0	0	0
X	30	1173	0	0	0
X	30	264	0	0	0
X	30	1022	0	0	0
X	30	1187	0	0	0
X	30	75	0	0	0
X	30	RoutingGrp	0	0	0
X	30	1500	0	0	0
X	30	StandardHeader	0	1	1
X	30	262	0	2	0
X	30	Instrument	0	3	1
X	30	UndInstrmtGrp	0	4	0
X	30	InstrmtLegGrp	0	6	0
X	30	291	0	8	0
X	30	292	0	9	0
X	30	451	0	10	0
X	30	MDFullGrp	0	11	1
X	30	813	0	46	0
X	30	814	0	47	0
X	30	StandardTrailer	0	48	1
X	31	ApplicationSequenceControl	0	0	0
X	31	1021	0	0	0
X	31	1022	0	0	0
X	31	75	0	0	0
X	31	RoutingGrp	0	0	0
X	31	StandardHeader	0	1	1
X	31	262	0	2	0
X	31	MDIncGrp	0	3	1
X	31	813	0	50	0
X	31	814	0	51	0
X	31	StandardTrailer	0	52	1
X	32	Parties	0	0	0
X	32	StandardHeader	0	1	1
X	32	262	0	2	1
X	32	281	0	3	0
X	32	MDRjctGrp	0	4	0
X	32	58	0	6	0
X	32	354	0	7	0
X	32	355	0	8	0
X	32	StandardTrailer	0	9	1
X	33	1166	0	0	0
X	33	537	0	0	0
X	33	TargetParties	0	0	0
X	33	StandardHeader	0	1	1
X	33	131	0	2	0
X	33	117	0	3	0
X	33	298	0	4	1
X	33	301	0	5	0
X	33	Parties	0	6	0
X	33	1	0	7	0
X	33	660	0	8	0
X	33	581	0	9	0
X	33	336	0	10	0
X	33	625	0	11	0
X	33	QuotCxlEntriesGrp	0	12	0
X	33	StandardTrailer	0	19	1
X	34	TargetParties	0	0	0
X	34	StandardHeader	0	1	1
X	34	649	0	2	0
X	34	117	0	3	0
X	34	Instrument	0	4	0
X	34	FinancingDetails	0	5	0
X	34	UndInstrmtGrp	0	6	0
X	34	InstrmtLegGrp	0	8	0
X	34	Parties	0	10	0
X	34	1	0	11	0
X	34	660	0	12	0
X	34	581	0	13	0
X	34	336	0	14	0
X	34	625	0	15	0
X	34	263	0	16	0
X	34	StandardTrailer	0	17	1
X	35	298	0	0	0
X	35	TargetParties	0	0	0
X	35	StandardHeader	0	1	1
X	35	131	0	2	0
X	35	117	0	3	0
X	35	297	0	4	1
X	35	300	0	5	0
X	35	301	0	6	0
X	35	537	0	7	0
X	35	Parties	0	8	0
X	35	1	0	9	0
X	35	660	0	10	0
X	35	581	0	11	0
X	35	58	0	12	0
X	35	354	0	13	0
X	35	355	0	14	0
X	35	QuotSetAckGrp	0	15	0
X	35	StandardTrailer	0	49	1
X	36	1301	0	0	0
X	36	1300	0	0	0
X	36	Stipulations	0	0	0
X	36	SpreadOrBenchmarkCurveData	0	0	0
X	36	YieldData	0	0	0
X	36	StandardHeader	0	1	1
X	36	320	0	2	1
X	36	321	0	3	1
X	36	Instrument	0	4	0
X	36	InstrumentExtension	0	5	0
X	36	UndInstrmtGrp	0	6	0
X	36	15	0	8	0
X	36	58	0	9	0
X	36	354	0	10	0
X	36	355	0	11	0
X	36	336	0	12	0
X	36	625	0	13	0
X	36	InstrmtLegGrp	0	14	0
X	36	827	0	16	0
X	36	263	0	17	0
X	36	StandardTrailer	0	18	1
X	37	ApplicationSequenceControl	0	0	0
X	37	964	0	0	0
X	37	715	0	0	0
X	37	292	0	0	0
X	37	Stipulations	0	0	0
X	37	SpreadOrBenchmarkCurveData	0	0	0
X	37	YieldData	0	0	0
X	37	MarketSegmentGrp	0	0	0
X	37	StandardHeader	0	1	1
X	37	320	0	2	0
X	37	322	0	3	0
X	37	323	0	4	0
X	37	Instrument	0	5	0
X	37	InstrumentExtension	0	6	0
X	37	UndInstrmtGrp	0	7	0
X	37	15	0	9	0
X	37	58	0	12	0
X	37	354	0	13	0
X	37	355	0	14	0
X	37	InstrmtLegGrp	0	15	0
X	37	60	0	16	0
X	37	StandardTrailer	0	20	1
X	38	1301	0	0	0
X	38	1300	0	0	0
X	38	StandardHeader	0	1	1
X	38	324	0	2	1
X	38	Instrument	0	3	1
X	38	InstrumentExtension	0	4	0
X	38	UndInstrmtGrp	0	5	0
X	38	InstrmtLegGrp	0	7	0
X	38	15	0	9	0
X	38	263	0	10	1
X	38	336	0	11	0
X	38	625	0	12	0
X	38	StandardTrailer	0	13	1
X	39	ApplicationSequenceControl	0	0	0
X	39	1301	0	0	0
X	39	1300	0	0	0
X	39	1174	0	0	0
X	39	1021	0	0	0
X	39	264	0	0	0
X	39	1025	0	0	0
X	39	StandardHeader	0	1	1
X	39	324	0	2	0
X	39	Instrument	0	3	1
X	39	InstrumentExtension	0	4	0
X	39	UndInstrmtGrp	0	5	0
X	39	InstrmtLegGrp	0	7	0
X	39	15	0	9	0
X	39	336	0	10	0
X	39	625	0	11	0
X	39	325	0	12	0
X	39	326	0	13	0
X	39	291	0	14	0
X	39	292	0	15	0
X	39	327	0	16	0
X	39	328	0	17	0
X	39	329	0	18	0
X	39	330	0	19	0
X	39	331	0	20	0
X	39	332	0	21	0
X	39	333	0	22	0
X	39	31	0	23	0
X	39	60	0	24	0
X	39	334	0	25	0
X	39	58	0	26	0
X	39	354	0	27	0
X	39	355	0	28	0
X	39	StandardTrailer	0	29	1
X	4	1130	0	0	0
X	4	1406	0	0	0
X	4	1131	0	0	0
X	4	StandardHeader	0	1	1
X	4	45	0	2	1
X	4	371	0	3	0
X	4	372	0	4	0
X	4	373	0	5	0
X	4	58	0	6	0
X	4	354	0	7	0
X	4	355	0	8	0
X	4	StandardTrailer	0	9	1
X	40	1301	0	0	0
X	40	1300	0	0	0
X	40	207	0	0	0
X	40	StandardHeader	0	1	1
X	40	335	0	2	1
X	40	336	0	3	0
X	40	625	0	4	0
X	40	338	0	5	0
X	40	339	0	6	0
X	40	263	0	7	1
X	40	StandardTrailer	0	8	1
X	41	ApplicationSequenceControl	0	0	0
X	41	1301	0	0	0
X	41	1300	0	0	0
X	41	1368	0	0	0
X	41	Instrument	0	0	0
X	41	StandardHeader	0	1	1
X	41	335	0	2	0
X	41	336	0	3	1
X	41	625	0	4	0
X	41	338	0	5	0
X	41	339	0	6	0
X	41	325	0	7	0
X	41	340	0	8	1
X	41	567	0	9	0
X	41	341	0	10	0
X	41	342	0	11	0
X	41	343	0	12	0
X	41	344	0	13	0
X	41	345	0	14	0
X	41	387	0	15	0
X	41	58	0	16	0
X	41	354	0	17	0
X	41	355	0	18	0
X	41	StandardTrailer	0	19	1
X	42	StandardHeader	0	1	1
X	42	131	0	2	0
X	42	117	0	3	1
X	42	537	0	4	0
X	42	301	0	5	0
X	42	Parties	0	6	0
X	42	1	0	7	0
X	42	660	0	8	0
X	42	581	0	9	0
X	42	293	0	10	0
X	42	294	0	11	0
X	42	QuotSetGrp	0	12	1
X	42	StandardTrailer	0	46	1
X	43	1130	0	0	0
X	43	1406	0	0	0
X	43	1131	0	0	0
X	43	StandardHeader	0	1	1
X	43	45	0	2	0
X	43	372	0	3	1
X	43	379	0	4	0
X	43	380	0	5	1
X	43	58	0	6	0
X	43	354	0	7	0
X	43	355	0	8	0
X	43	StandardTrailer	0	9	1
X	44	StandardHeader	0	1	1
X	44	390	0	2	0
X	44	391	0	3	1
X	44	374	0	4	1
X	44	392	0	5	0
X	44	393	0	6	1
X	44	394	0	7	1
X	44	395	0	8	0
X	44	15	0	9	0
X	44	396	0	10	0
X	44	397	0	11	0
X	44	BidDescReqGrp	0	12	0
X	44	BidCompReqGrp	0	24	0
X	44	409	0	34	0
X	44	410	0	35	0
X	44	411	0	36	0
X	44	412	0	37	0
X	44	413	0	38	0
X	44	414	0	39	0
X	44	415	0	40	0
X	44	416	0	41	0
X	44	121	0	42	0
X	44	417	0	43	0
X	44	75	0	44	0
X	44	418	0	45	1
X	44	419	0	46	1
X	44	443	0	47	0
X	44	58	0	48	0
X	44	354	0	49	0
X	44	355	0	50	0
X	44	StandardTrailer	0	51	1
X	45	StandardHeader	0	1	1
X	45	390	0	2	0
X	45	391	0	3	0
X	45	BidCompRspGrp	0	4	1
X	45	StandardTrailer	0	20	1
X	46	StandardHeader	0	1	1
X	46	66	0	2	1
X	46	422	0	3	1
X	46	893	0	4	0
X	46	InstrmtStrkPxGrp	0	5	1
X	46	StandardTrailer	0	18	1
X	47	StandardHeader	0	1	1
X	47	StandardTrailer	0	100	1
X	48	StandardHeader	0	1	1
X	48	513	0	2	1
X	48	514	0	3	1
X	48	508	0	4	1
X	48	11	0	5	0
X	48	Parties	0	6	0
X	48	1	0	7	0
X	48	660	0	8	0
X	48	493	0	9	0
X	48	495	0	10	0
X	48	517	0	11	0
X	48	RgstDtlsGrp	0	12	0
X	48	RgstDistInstGrp	0	21	0
X	48	StandardTrailer	0	30	1
X	49	StandardHeader	0	1	1
X	49	513	0	2	1
X	49	514	0	3	1
X	49	508	0	4	1
X	49	11	0	5	0
X	49	Parties	0	6	0
X	49	1	0	7	0
X	49	660	0	8	0
X	49	506	0	9	1
X	49	507	0	10	0
X	49	496	0	11	0
X	49	StandardTrailer	0	12	1
X	5	StandardHeader	0	1	1
X	5	123	0	2	0
X	5	36	0	3	1
X	5	StandardTrailer	0	4	1
X	50	Parties	0	0	0
X	50	1301	0	0	0
X	50	1300	0	0	0
X	50	TargetParties	0	0	0
X	50	StandardHeader	0	1	1
X	50	11	0	2	1
X	50	526	0	3	0
X	50	530	0	4	1
X	50	336	0	5	0
X	50	625	0	6	0
X	50	Instrument	0	7	0
X	50	UnderlyingInstrument	0	8	0
X	50	54	0	9	0
X	50	60	0	10	1
X	50	58	0	11	0
X	50	354	0	12	0
X	50	355	0	13	0
X	50	StandardTrailer	0	14	1
X	51	1369	0	0	1
X	51	NotAffectedOrdersGrp	0	0	0
X	51	Parties	0	0	0
X	51	1301	0	0	0
X	51	1300	0	0	0
X	51	TargetParties	0	0	0
X	51	StandardHeader	0	1	1
X	51	11	0	2	0
X	51	526	0	3	0
X	51	37	0	4	1
X	51	198	0	5	0
X	51	530	0	6	1
X	51	531	0	7	1
X	51	532	0	8	0
X	51	533	0	9	0
X	51	AffectedOrdGrp	0	10	0
X	51	336	0	14	0
X	51	625	0	15	0
X	51	Instrument	0	16	0
X	51	UnderlyingInstrument	0	17	0
X	51	54	0	18	0
X	51	60	0	19	0
X	51	58	0	20	0
X	51	354	0	21	0
X	51	355	0	22	0
X	51	StandardTrailer	0	23	1
X	52	RootParties	0	0	0
X	52	1089	0	0	0
X	52	1090	0	0	0
X	52	DisplayInstruction	0	0	0
X	52	1133	0	0	0
X	52	483	0	0	0
X	52	1092	0	0	0
X	52	TriggeringInstruction	0	0	0
X	52	StrategyParametersGrp	0	0	0
X	52	StandardHeader	0	1	1
X	52	548	0	2	1
X	52	549	0	3	1
X	52	550	0	4	1
X	52	SideCrossOrdModGrp	0	5	1
X	52	Instrument	0	45	1
X	52	UndInstrmtGrp	0	46	0
X	52	InstrmtLegGrp	0	48	0
X	52	63	0	50	0
X	52	64	0	51	0
X	52	21	0	52	0
X	52	18	0	53	0
X	52	110	0	54	0
X	52	111	0	55	0
X	52	100	0	56	0
X	52	TrdgSesGrp	0	57	0
X	52	81	0	60	0
X	52	140	0	61	0
X	52	114	0	62	0
X	52	60	0	63	1
X	52	Stipulations	0	64	0
X	52	40	0	65	1
X	52	423	0	66	0
X	52	44	0	67	0
X	52	99	0	68	0
X	52	SpreadOrBenchmarkCurveData	0	69	0
X	52	YieldData	0	70	0
X	52	15	0	71	0
X	52	376	0	72	0
X	52	23	0	73	0
X	52	117	0	74	0
X	52	59	0	75	0
X	52	168	0	76	0
X	52	432	0	77	0
X	52	126	0	78	0
X	52	427	0	79	0
X	52	210	0	80	0
X	52	PegInstructions	0	81	0
X	52	DiscretionInstructions	0	82	0
X	52	847	0	83	0
X	52	848	0	84	0
X	52	849	0	85	0
X	52	480	0	86	0
X	52	481	0	87	0
X	52	513	0	88	0
X	52	494	0	89	0
X	52	StandardTrailer	0	90	1
X	53	961	0	0	0
X	53	RootParties	0	0	0
X	53	1089	0	0	0
X	53	1090	0	0	0
X	53	DisplayInstruction	0	0	0
X	53	1133	0	0	0
X	53	483	0	0	0
X	53	1092	0	0	0
X	53	TriggeringInstruction	0	0	0
X	53	StrategyParametersGrp	0	0	0
X	53	StandardHeader	0	1	1
X	53	37	0	2	0
X	53	548	0	3	1
X	53	551	0	4	1
X	53	549	0	5	1
X	53	550	0	6	1
X	53	SideCrossOrdModGrp	0	7	1
X	53	Instrument	0	49	1
X	53	UndInstrmtGrp	0	50	0
X	53	InstrmtLegGrp	0	52	0
X	53	63	0	54	0
X	53	64	0	55	0
X	53	21	0	56	0
X	53	18	0	57	0
X	53	110	0	58	0
X	53	111	0	59	0
X	53	100	0	60	0
X	53	TrdgSesGrp	0	61	0
X	53	81	0	64	0
X	53	140	0	65	0
X	53	114	0	66	0
X	53	60	0	67	1
X	53	Stipulations	0	68	0
X	53	40	0	69	1
X	53	423	0	70	0
X	53	44	0	71	0
X	53	99	0	72	0
X	53	SpreadOrBenchmarkCurveData	0	73	0
X	53	YieldData	0	74	0
X	53	15	0	75	0
X	53	376	0	76	0
X	53	23	0	77	0
X	53	117	0	78	0
X	53	59	0	79	0
X	53	168	0	80	0
X	53	432	0	81	0
X	53	126	0	82	0
X	53	427	0	83	0
X	53	210	0	84	0
X	53	PegInstructions	0	85	0
X	53	DiscretionInstructions	0	86	0
X	53	847	0	87	0
X	53	848	0	88	0
X	53	849	0	89	0
X	53	480	0	90	0
X	53	481	0	91	0
X	53	513	0	92	0
X	53	494	0	93	0
X	53	StandardTrailer	0	94	1
X	54	961	0	0	0
X	54	RootParties	0	0	0
X	54	StandardHeader	0	1	1
X	54	37	0	2	0
X	54	548	0	3	1
X	54	551	0	4	1
X	54	549	0	5	1
X	54	550	0	6	1
X	54	SideCrossOrdCxlGrp	0	7	1
X	54	Instrument	0	22	1
X	54	UndInstrmtGrp	0	23	0
X	54	InstrmtLegGrp	0	25	0
X	54	60	0	27	1
X	54	StandardTrailer	0	28	1
X	55	1301	0	0	0
X	55	1300	0	0	0
X	55	StandardHeader	0	1	1
X	55	320	0	2	1
X	55	58	0	3	0
X	55	354	0	4	0
X	55	355	0	5	0
X	55	336	0	6	0
X	55	625	0	7	0
X	55	460	0	8	0
X	55	167	0	9	0
X	55	762	0	10	0
X	55	StandardTrailer	0	11	1
X	56	ApplicationSequenceControl	0	0	0
X	56	1301	0	0	0
X	56	1300	0	0	0
X	56	StandardHeader	0	1	1
X	56	320	0	2	1
X	56	322	0	3	1
X	56	323	0	4	1
X	56	557	0	5	0
X	56	893	0	6	0
X	56	SecTypesGrp	0	7	0
X	56	58	0	12	0
X	56	354	0	13	0
X	56	355	0	14	0
X	56	336	0	15	0
X	56	625	0	16	0
X	56	263	0	17	0
X	56	StandardTrailer	0	18	1
X	57	1301	0	0	0
X	57	1300	0	0	0
X	57	1465	0	0	0
X	57	1470	0	0	0
X	57	1471	0	0	0
X	57	StandardHeader	0	1	1
X	57	320	0	2	1
X	57	559	0	3	1
X	57	Instrument	0	4	0
X	57	InstrumentExtension	0	5	0
X	57	FinancingDetails	0	6	0
X	57	UndInstrmtGrp	0	7	0
X	57	InstrmtLegGrp	0	9	0
X	57	15	0	11	0
X	57	58	0	12	0
X	57	354	0	13	0
X	57	355	0	14	0
X	57	336	0	15	0
X	57	625	0	16	0
X	57	263	0	17	0
X	57	StandardTrailer	0	18	1
X	58	ApplicationSequenceControl	0	0	0
X	58	964	0	0	0
X	58	715	0	0	0
X	58	1301	0	0	0
X	58	1300	0	0	0
X	58	1465	0	0	0
X	58	1466	0	0	0
X	58	1467	0	0	0
X	58	1468	0	0	0
X	58	1469	0	0	0
X	58	1470	0	0	0
X	58	1471	0	0	0
X	58	60	0	0	0
X	58	StandardHeader	0	1	1
X	58	320	0	2	0
X	58	322	0	3	0
X	58	560	0	4	0
X	58	393	0	5	0
X	58	893	0	6	0
X	58	SecListGrp	0	7	0
X	58	StandardTrailer	0	31	1
X	59	1301	0	0	0
X	59	1300	0	0	0
X	59	DerivativeInstrument	0	0	0
X	59	StandardHeader	0	1	1
X	59	320	0	2	1
X	59	559	0	3	1
X	59	UnderlyingInstrument	0	4	0
X	59	762	0	5	0
X	59	15	0	6	0
X	59	58	0	7	0
X	59	354	0	8	0
X	59	355	0	9	0
X	59	336	0	10	0
X	59	625	0	11	0
X	59	263	0	12	0
X	59	StandardTrailer	0	13	1
X	6	1409	0	0	0
X	6	StandardHeader	0	1	1
X	6	58	0	2	0
X	6	354	0	3	0
X	6	355	0	4	0
X	6	StandardTrailer	0	5	1
X	60	ApplicationSequenceControl	0	0	0
X	60	DerivativeSecurityDefinition	0	0	0
X	60	964	0	0	0
X	60	715	0	0	0
X	60	60	0	0	0
X	60	StandardHeader	0	1	1
X	60	320	0	2	0
X	60	322	0	3	0
X	60	560	0	4	0
X	60	UnderlyingInstrument	0	5	0
X	60	393	0	6	0
X	60	893	0	7	0
X	60	RelSymDerivSecGrp	0	8	0
